filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
FRA40094	FRA40094	Zola, Émile	La débâcle    	NA	NA	viaf:author	NA	1892	NA	fra	192466	NA	NA	U	long	unspecified	T3
FRA40483	FRA40483	, 		NA	NA	viaf:79158042	NA	1892	NA	fra	51075	NA	NA	U	medium	unspecified	T3
FRA40658	FRA40658	Ohnet, Georges	Les Batailles de la Vie, tome 1: Marchand de Poison    	NA	NA	viaf:66497284	NA	1892	NA	fra	46866	NA	NA	U	short	unspecified	T3
FRA40718	FRA40718	Rodenbach, Georges		NA	NA	viaf:76322185	NA	1892	NA	fra	20283	NA	NA	U	short	unspecified	T3
FRA40093	FRA40093	Zola, Émile	Le docteur Pascal    	NA	NA	viaf:32004502	NA	1893	NA	fra	115916	NA	NA	U	long	unspecified	T3
FRA40405	FRA40405	Loti, Pierre		NA	NA	viaf:89440078	NA	1893	NA	fra	36521	NA	NA	U	short	unspecified	T3
FRA40414	FRA40414	Malot, Hector		NA	NA	viaf:49228546	NA	1893	NA	fra	97825	NA	NA	U	medium	unspecified	T3
FRA02502_Loti	FRA02502	Loti, Pierre	Ramuntcho    	1850	1923	viaf:89440078	Ebooks libres et gratuits     	1897	viaf:185706732	fr	57949	NA	heterodiegetic     	M	medium	high	T3
FRA40015	FRA40015	Verne, Jules	Le sphinx des glaces    	NA	NA	viaf:76323989	NA	1897	NA	fra	119998	NA	NA	U	long	unspecified	T3
FRA40049	FRA40049	Loti, Pierre	Ramuntcho    	NA	NA	viaf:89440078	NA	1897	NA	fra	55741	NA	NA	U	medium	unspecified	T3
FRA40646	FRA40646	France, Anatole		NA	NA	viaf:4925052	NA	1897	NA	fra	48927	NA	NA	U	short	unspecified	T3
FRA40717	FRA40717	Rodenbach, Georges		NA	NA	viaf:76322185	NA	1897	NA	fra	67374	NA	NA	U	medium	unspecified	T3
FRA40720	FRA40720	Darien, Georges		NA	NA	viaf:59052457	NA	1897	NA	fra	132421	NA	NA	U	long	unspecified	T3
FRA40044	FRA40044	Loti, Pierre	Figures et choses qui passaient    	NA	NA	viaf:89440078	NA	1898	NA	fra	43154	NA	NA	U	short	unspecified	T3
FRA40175	FRA40175	Verne, Jules	Le Secret de Wilhelm Storitz    	NA	NA	viaf:76323989	NA	1898	NA	fra	53008	NA	NA	U	medium	unspecified	T3
FRA40421	FRA40421	Mary, Jules		NA	NA	viaf:2503579	NA	1898	NA	fra	70274	NA	NA	U	medium	unspecified	T3
FRA40422	FRA40422	Mary, Jules		NA	NA	viaf:2503579	NA	1898	NA	fra	75331	NA	NA	U	medium	unspecified	T3
FRA02803_Mirbeau	FRA02803	Mirbeau, Octave	Le Jardin des supplices    	1848	1917	viaf:100204602	NA	1899	viaf:293386073	fra	64881	NA	NA	M	medium	high	T3
FRA40144	FRA40144	Mirbeau, Octave	Le Jardin des supplices    	NA	NA	viaf:100204602	NA	1899	NA	fra	63104	NA	NA	U	medium	unspecified	T3
FRA40176	FRA40176	Verne, Jules	Le Testament d'un excentrique    	NA	NA	viaf:76323989	NA	1899	NA	fra	132703	NA	NA	U	long	unspecified	T3
FRA40323	FRA40323	Allais, Alphonse		NA	NA	viaf:89053456	NA	1899	NA	fra	30658	NA	NA	U	short	unspecified	T3
FRA02402_LeRouge	FRA02402	Le Rouge, Gustave	La Conspiration des Milliardaires    	1867	1938	viaf:7392910	NA	1900	viaf:unavailable	fr	76673	NA	NA	M	medium	low	T4
FRA04201_Rolland	FRA04201	Rolland, Romain	L'aube    	1866	1944	viaf:71397100	NA	1904	viaf:312469768	fr	41108	NA	NA	M	short	low	T4
FRA40728	FRA40728	Constant, Benjamin	Le cahier rouge    	NA	NA	viaf:45095766	NA	1907	NA	fra	23313	NA	NA	U	short	unspecified	T4
FRA04203_Rolland	FRA04203	Rolland, Romain	La foire sur la place    	1866	1944	viaf:71397100	NA	1908	viaf:312469772	fra	69465	NA	NA	M	medium	low	T4
FRA02403_LeRouge	FRA02403	Le Rouge, Gustave	La Guerre des vampires    	1867	1938	viaf:7392910	NA	1909	viaf:8889151656380608400006	fra	73470	NA	NA	M	medium	high	T4
FRA05601_Lesueur	FRA05601	Lesueur, Daniel	Droit à la force    	1854	1921	viaf:39520913	Project Gutenberg     	1909	NA	fr	67461	NA	heterodiegetic     	F	medium	low	T4
FRA01001_DelarueMardrus	FRA01001	Delarue-Mardrus, Lucie	Comme tout le monde    	1874	1945	viaf:34455354	Wikisource     	1910	NA	fr	62356	NA	heterodiegetic     	F	medium	low	T4
